RRID	Resource Name	total mention count
13091	QuantiSNP	117
1408	Pittsburgh NMR Center for Biomedical Research	116
3982	ERA-EDTA	116
4434	National Database for Autism Research	116
4679	National Biobank of Finland	116
7164	European Xenopus Resource Center	116
7463	Medical University of South Carolina; Department of Cell and Molecular Pharmacology and Experimental Therapeutics	116
13276	i2b2 Research Data Warehouse	116
4821	Fellowship for Interpretation of Genomes	115
5364	Open Biobank	115
8363	Ancillary Domains Associated With Human and Mouse Proteases	115
1497	Childhood Liver Disease Research and Education Network	114
4335	Stony Brook University Department of Neurobiology and Behavior	114
4693	Human Reference Genetic Material Repository	114
2270	rmeta	113
3010	Classification of Human Lung Carcinomas by mRNA Expression Profiling Reveals Distinct Adenocarcinoma Sub-classes	113
4470	Feinstein Institute for Medical Research	113
8802	Taub Institute for Research on Alzheimers Disease and the Aging Brain	113
8972	National Survey of Midlife Development in the United States	113
13090	CFR - Code of Federal Regulations Title 21	113
447	National Spasmodic Dysphonia Association	112
4889	Swedish National Biobank Program	112
7282	Model Organisms for Biomedical Research	112
8847	Molecular Libraries Program	112
8963	Framingham Heart Study	112
10523	Texas Human Biologics	112
632	Albinism database	111
3000	C. elegans Gene Knockout Consortium	111
4935	Biobank Suisse	111
4970	Peer Review Radio	111
6542	NIDDK Central Repository	111
8846	NIMH Publications	111
4511	WHO World Health Mental Health Surveys	110
12849	Vervet Research Colony	110
1126	GAS2	109
4632	Vanderbilt BioVU	109
5132	St. Louis University Alzheimer's Brain Bank	109
8739	Geriatric Depression Scale	109
8937	Iowa 65+ Rural Health Study	109
9401	SNPALYZE	109
12413	University of Minnesota BioMedical Genomics Center	109
4645	University of Texas at Dallas School of Behavioral and Brain Sciences	108
7010	LDSELECT	108
9400	SNAP 3	108
1484	Bioinformatics Jobs Board	107
6682	NIMH Stem Cell Center	107
7111	VIDA	107
13363	GPCR Natural Variants database	107
13521	Merge Healthcare Incorporated	107
720	Temple University School of Medicine, Department of Neuroscience	106
4248	UCSF DNA Bank	106
616	CEA; Gif sur Yvette; France	105
4789	National Cancer Institute Biorepositories	105
7699	Haemophilia B Mutation Database	105
9096	STEPC	105
1970	VISN 4 MIRECC	104
4264	CHB-MIT Scalp EEG Database	104
4591	Human Biological Data Interchange	104
4988	Brain Research Institute	104
8767	University of Kentucky Alzheimer's Disease Center	104
3438	National Mesothelioma Virtual Bank	103
1505	Folic Acid for Vascular Outcome Reduction in Transplantation	102
1822	Office of Research on Womens Health: Reseach	102
7534	University of Southern California Department of Neuroscience	102
8367	Mouse Mutant Resource	102
8726	NIMH Brain Tissue Collection	102
651	Autism Tissue Program	101
1163	International Essential Tremor Foundation	101
5631	NIMH Toxicological Screens of Novel Ligands	101
5719	National Hellenic Research Foundation	101
7478	Stanford University School of Medicine Neurology and Neurological Sciences	101
8083	BrainSpan: Atlas of the Developing Human Brain	101
8604	Air Force Suicide Prevention Program	101
12576	Advanced BioScience Laboratories	101
12940	Louisiana State University School of Medicine, Health Sciences Center: Department of Psychiatry	101
13330	Pig Genomic Informatics System	101
5991	3D Facial Norms Database	100
7983	University of California San Diego Department of Neurosciences	100
8048	Max Planck Institute of Neurobiology: Systems and Computational Neurobiology	100
8051	Sequenced Treatment Alternatives to Relieve Depression Study	100
8486	Dog Genome Project	100
10549	International Biobank, Inc.	100
793	Veterans Health Information Systems and Technology Architecture	99
1793	Arabidopsis Nucleolar Protein Database	99
8869	ASH Image Bank	99
10589	SNPinfo Web Server	99
10609	Ontario Institute for Cancer Research	99
10666	Iran National Tumor Bank	99
1848	Mining On-Line Expert on MedLine	98
2907	Lowes Syndrome Mutation Database	98
6002	University of Michigan, Department of Neuroscience	98
7300	Alpha-7 Database	98
806	American Federation for Aging Research	97
5073	Scarpa	97
6887	Androgen Receptor Gene Mutations Database	97
7454	Howard University Washington, D.C, Department of Pharmacology	97
13629	Informatics for Integrating Biology and the Bedside	97
14	University of Pittsburgh Conte Center for the Neuroscience of Mental Disorders	96
1792	Arabidopsis Hormone Database	96
7974	GenePath	96
1547	Treatment Options for type 2 Diabetes in Adolescents and Youth	95
2548	X-linked Adrenoleukodystrophy Database	95
2899	Schizophrenia Research Forum	95
2928	National Postdoctoral Association	95
4556	Inflammatory Breast Cancer Biobank	95
7201	Arizona Center for Education and Research on Therapeutics	95
7500	University of California, Riverside, Department of Cell Biology and Neuroscience	95
8079	Genomic Object Net	95
4303	Alzheimers Disease International	94
8821	OHSU Layton Aging and Alzheimer's Disease Center	94
1863	Social Anxiety Disorder: Learn How to Cope with Anxiety	93
1924	University of California at Los Angeles, School of Medicine: Neuro Imaging Lab of Thompson	93
4330	Donor Network of Arizona	93
4991	German Biobank Registry	93
6874	National Institutes of Health Research Portfolio Online Reporting Tool	93
7519	University of Nevada Reno Department of Pharmacology	93
7728	Human Genome Segmental Duplication Database	93
8935	Cross-National Equivalent Files	93
12329	Queensland DERM	93
865	Hitachi Optical Topography System	92
1925	University of California at Riverside Neuroscience Graduate Program	92
4896	Database of Genomic Variants Archive	92
6955	Allograft Resources	92
13096	Cerebellar Development Transcriptome Database	92
4121	Office of Rare Diseases Research	91
4691	HIV Biobank	91
4930	NIH Neuroscience Microarray Consortium	91
5102	American Academy of Neurology Research Fellowship Program	91
5953	Conditioned Taste Aversion: An Annotated Bibliography	91
7459	University of Houston College of Pharmacy, Department of Pharmaceutical Sciences	91
7480	SUNY Stony Brook, Pharmacological Sciences	91
9035	ADMIXMAP	91
1931	University of California at San Diego Department of Psychiatry	90
3121	Biomarkers Consortium	90
4570	UTHealth BioBank	90
4656	Daily Scan	90
5111	Helmsley Charitable Trust	90
5945	CATSS - Child and Adolescent Twin Study in Sweden	90
8146	CaDBase: Genetic diversity in cattle	90
10615	Singapore Biobank	90
12912	American Parkinson Disease Association Inc.	90
238	BAMS Nested Regions	89
1042	University of Utah Labs and Facilities	89
2765	Primate Embryo Gene Expression Resource	89
4597	British Columbia Tumour Tissue Repository	89
7490	Trinity College, Department of Neuroscience	89
8068	Institute for Neural Computation	89
8165	Animal Genome Database	89
12952	New Castle University, The Institute of Neuroscience: Major Research Themes	89
2202	Library of Experimental Phase Relations	88
5048	University of Texas Tumor Bank	88
6890	RIKEN integrated database of mammals	88
7700	Human Ageing Genomic Resources	88
8115	HOX Pro	88
9976	OHSU Lipid-Atherosclerosis Laboratory	88
4480	NEXTDB	87
4523	eyeGENE	87
8895	Charleston Heart Study	87
12568	AM Biotechnologies	87
704	Backyard Brains	86
4157	Demystifying Depression	86
4958	World BioBank	86
6803	Cooperative Study Group for Autoimmune Disease Prevention	86
8297	JHU MCP	86
8599	DMI	86
9621	MACH	86
10747	Multiple Sclerosis Research Australia Brain Bank	86
2256	NHGRI Dog Genome Project	85
5276	AXA Research Fund	85
5341	National Ataxia Foundation Patient Registries	85
6466	University of British Columbia, Department of Pharmacology	85
6774	Canadian Bioinformatics Workshops	85
7225	Baylor College of Medicine; Department of Neuroscience	85
7515	University of Medicine and Dentistry of New Jersey Neuroscience Graduate Program	85
7522	University of North Dakota Department of Clinical Neuroscience	85
8097	Laboratory of Molecular Neuroscience, University of Oslo	85
8640	Berkeley Drosophila Transcription Network Project	85
12465	UNMC Tissue Sciences Facility	85
1375	Structure-function linkage database	84
4194	Progeria Cell and Tissue Bank	84
4355	Karolisnka Biobank	84
4783	UAB Traumatic Brain Injury Model System	84
5456	Lurie Center for Autism	84
7195	UAB Comprehensive Neuroscience Center	84
8746	MassGeneral Institute for Neurodegenerative Disease	84
8874	Max Planck Institute of Neurobiology; Martinsried; Germany	84
11055	UCSF Nikon Imaging Center	84
3515	Pennsylvania State University College of Medicine Neuroscience	83
8488	Wright Cell Imaging Facility	83
8747	Center for Theoretical Neuroscience; University of Waterloo	83
397	Protein-Protein Interactions Table for Human herpesvirus 1	82
1680	5 prime end Serial Analysis of Gene Expression Database	82
6869	Virginia Commonwealth University Medical Center, Center for Molecular Imaging	82
7780	Metalloprotein Site Database	82
8286	Alzheimer Disease and Frontotemporal Dementia Mutation Database	82
13634	Northern Eclipse 6.0	82
3508	Oregon Health and Science University Neuroscience Graduate Program	81
5125	Sackler Colloquia	81
6171	Deciphering Developmental Disorders	81
7021	Stanford Center for Narcolepsy	81
8435	UCSD Center for AIDS Research: Molecular Biology Core	81
13079	Chordoma Foundation	81
1073	Qvalue	80
3350	East Tennessee State University, Department of Pharmacology	80
4224	Alberta Cancer Foundation	80
4399	MAGNet - Multiscale Analysis of Genomic and Cellular Networks	80
7435	University of North Carolina School of Pharmacy PhD Program	80
8094	Effects of CoEnzyme Q10 in Early Parkinson's Disease	80
8710	Biobehavioral	80
9187	GDA	80
474	Denver University Department of Psychology	79
1819	Neuroscience Postdoctoral Researcher Jobs	79
5874	Crystallography Open Database	79
6184	TEPHINET	79
6300	Brad Smith Magnetic Resonance Imaging of Embryos	79
6649	American Brain Tumor Association	79
7399	American Health Assistance Foundation	79
7561	Protein Classification Benchmark Collection	79
7978	University of Pennsylvania Medical Center Neuroscience	79
8755	Wien Center For Alzheimer's Disease and Memory Disorders	79
8964	Africa Centre for Health and Population Studies	79
10613	UC Davis Alzheimer's Disease Center	79
10679	National Laboratory for the Genetics of Israeli Populations	79
13085	Oregon Brain Bank	79
1032	P212121	78
2000	Italian Rett Syndrome database	78
3814	EURORDIS	78
5343	University of Rochester Program for Brain Tumors and Spinal Tumors	78
5478	neurosphere	78
6915	Adult Blood Lead Epidemiology and Surveillance Interactive Database	78
8388	Centre of Excellence in Bioinformatics	78
8532	German Gene Trap Consortium	78
9298	MLD	78
10990	Rutgers University Labs and Facilities	78
12184	UM Magnetic Resonance Facility	78
1910	University of Utah Genetic Science Learning Center - Learn Genetics	77
4992	Tennessee Donor Services	77
5115	Life Sciences Research Foundation	77
6367	Pig Genome Database	77
8011	Institute of Medical Psychology and Behavioral Neurobiology, University of Tbingen	77
9146	CFC	77
1307	ffpe	76
1494	Adult to Adult Living Donor Liver Transplantation Cohort Study	76
1699	Cerebellar Gene Regulation in Time and Space Database	76
4901	University Andrology Laboratory	76
7131	Complementary and Alternative Medicine for Urological Symptoms	76
12878	North Dakota State University College of Pharmacy, Pharmacy Program	76
13142	Biologic Specimen and Data Repository Information Coordinating Center	76
620	Sarah Jane Brain Project	75
2272	UK Sheep Genome Mapping Project	75
4408	Catalog of Fishes	75
4708	Susan G. Komen Tissue Bank	75
4867	South Texas Accelerated Research Therapeutics	75
5366	Adenoma Polyp Tissue Bank	75
7401	Autism Society of America	75
7985	University of Pittsburgh Department of Neuroscience	75
8169	Bioethics Literature Database	75
8171	International Database of Tetrahydrobiopterin Deficiencies	75
799	Sectional Atlas of Human Brain and Spinal Cord	74
6168	ISCA Consortium	74
9314	P ACT	74
1872	AutDB	73
3330	Drug Related Gene Database	73
3399	Loyola University Chicago, Neuroscience	73
3544	Arizona Cancer Center Tumor Bank	73
7076	NCI Office of Biospecimens	73
7238	Power Calculator for Two Stage Association Studies	73
7542	University of Wisconsin Madison WI. Molecular and Cellular Pharmacology	73
8360	A Comprehensive Resource Base for C. elegans K+ Channels	73
9440	Baby Brain Toolkit	73
10597	Dublin Brain Bank	73
13008	Database of International Rehabilitation Research	73
106	Laser Biomedical Research Center	72
735	Gene Aging Nexus	72
1390	NIH Common Data Element Resource Portal	72
4009	International AMD Genetics Consortium	72
4528	NHGRI Sample Repository for Human Genetic Research	72
4949	Tufts University, Department of Pharmacology and Experimental Therapeutics	72
6344	University of South Florida Department of Molecular Pharmacology and Physiology	72
6381	DataStaR	72
8287	Francesco Albanese	72
8377	Chimpanzee Management Program	72
9630	NIRS-SPM	72
9642	Robust Biological Parametric Mapping	72
13550	Christopher and Dana Reeve Foundation	72
524	CCLG Tissue Bank	71
4216	AIDS and Cancer Specimen Resource	71
4583	NLM Catalog	71
6382	RUcore	71
6526	Neuroscience Blog	71
6734	American Society of Hematology	71
7469	University of Massachusetts, Amherst, MA, Department of Neuroscience and Behavior	71
10924	CNA-HMMer	71
8228	Plasmid Genome Database	70
331	Malaysian Tissue Bank	69
4623	Autism Research Resource	69
6050	IndelFR - Indel Flanking Region Database	69
6666	PDGene - A database for Parkinsons disease genetic association studies	69
7467	Pomona College, Neuroscience	69
7527	LDA	69
7986	University of Pittsburgh Center for Neuroscience	69
8541	Rutgers University Quantitative Neuroscience Laboratory	69
12383	University of Pittsburgh Small Molecule Biomarker Core	69
578	Inner Ear Proteins in Health and Disease	68
4227	Bangalore Brain Bank	68
4432	Bone Bank Allografts	68
6689	EMBRYS	68
6910	Assay Guidance Manual	68
7128	Dinucleotide Property Database	68
8290	New England Primate Research School	68
10723	Mayo Clinic Biobank	68
12787	Alzheimer's Disease Education and Referral Center	68
12872	Biomphalaria glabrata Genomic Initiative	68
13441	Drosophila melanogaster Exon Database	68
439	PsychoGenics Inc	67
1054	University of Colorado at Boulder Labs and Facilities	67
1961	Center for Integrative Biomedical Computing	67
3281	Psychoactive Drug Screening Program Ki Database	67
3583	National Neurological AIDS Bank	67
4045	NIMH Educational Resources	67
7470	Rutgers University Robert Wood Johnson Medical School Pharmacology	67
8352	Peroxisome Database	67
9586	Homer2	67
10557	Taiwan Biobank (Chinese)	67
10647	GenExpress: an intellectual system for analysis of genomic regulatory sequences of humans and higher eukaryotes	67
10659	Movement Disorders Biobank	67
10712	CARTA Libraries	67
12499	Emory University Rodent Behavioral Core	67
12646	University of Arizona Labs and Facilities	67
12860	EPAA	67
13486	Glycosylation Pathways Database	67
548	Iowa Donor Network	66
1493	Parkinson's Disease Online Research	66
3339	Greally Lab	66
4304	Duke Biobank	66
4624	Yerkes Collection Non-Human Primate Resource	66
5710	Computational Biology at ORNL	66
6289	Chimpanzee Biomedical Research Resource	66
7124	Duke University Medical Center Neuropsychiatric Imaging Research Laboratory	66
94	Neuron Registry	65
1655	Annual Reviews: A Nonprofit Scientific Publisher	65
2364	Hardin MD	65
3458	Medical College of Georgia Department of Physiology	65
3599	EuroBioBank	65
4203	Hapmix	65
6226	DAM-Bio	65
6861	Type 1 Diabetes Preclinical Testing Program	65
7320	Aging Cell Repository	65
8047	In-Vivo Cellular and Molecular Imaging Center, Brussels	65
8923	Los Angeles Family and Neighborhood Survey	65
10577	Genetic Repositories Australia	65
10625	Genetic Alliance Biobank	65
12508	UChicago Flow Cytometry Core Facility	65
13109	GSA-SNP	65
2267	NIH Rat Genomics and Genetics	64
3127	ISPS Data Archive	64
4760	National Gene Vector Biorepository	64
5468	Global Neuroscience Initiative Foundation	64
7498	University of California, Berkeley, Neuroscience Graduate Program	64
7693	Gene Ontology Partition Database	64
7830	Olfactory Receptor DataBase	64
8130	Ancient conserved untranslated sequences	64
10697	Singapore Tissue Network	64
13353	Alu Pairs Database	64
2806	Islet Cell Resource Centers	63
5857	UT Genome Browser (Medaka)	63
10545	Autism Genetic Database	63
822	Repository of neural and cognitive models	62
939	Korean National Tissue Bank	62
2735	Genes to Cognition Database	62
3432	Nature Online Video Streaming Archive	62
4353	Ancestrymap	62
6336	Divvy	62
7624	Mammalian Degradome Database	62
8182	Integrated Tumor Transcriptome Array and Clinical data Analysis	62
8712	Exon Array Browser	62
10588	Sheba Medical Center Tissue Bank	62
12958	iChip	62
650	GenomeWeb	61
1577	Neural Cipher	61
1890	Axel Database	61
1968	Center for Imaging of Neurodegenerative Diseases	61
2769	Peromyscus Genetic Stock Center	61
4410	Lymphoma Research Foundation	61
4722	Human DNA Polymerase Gamma Mutation Database	61
6326	Human Developmental Biology Resource	61
6624	GWAMA	61
10925	CNVPartition	61
12493	University of Toledo Labs and Facilities	61
13042	Genotype-Tissue Expression	61
1116	TDT-PC	60
1618	GTEx eQTL Browser	60
5025	Joseph and Kathleen Bryan Alzheimer's Disease Research Center	60
5118	SPROUTS- Structural Prediction for Protein Folding Utility System	60
5268	Subviral RNA Database	60
6501	Indiana University, Department of Pharmacology	60
6787	Peginterferon and Ribavirin for Pediatric Patients with Chronic Hepatitis C	60
7311	Mouse Transcriptome Project	60
8752	Signal Detection Software for Receiver Operator Characteristics	60
8778	Udall Center of Excellence in Parkinson's Disease Research	60
12629	Duke DNA Microarray Core Facility	60
388	ILLUMINUS	59
1098	Proteomics Research Center for Integrative Biology	59
3415	ASAP: the Alternative Splicing Annotation Project	59
6771	National Digestive Diseases Information Clearinghouse	59
8060	Caltech, The Beckman Institute: The Biological Network Modeling Center	59
9470	Epsilon Radial Networks	59
10520	Manhattan HIV Brain Bank	59
13055	IMPUTE2	59
748	Bio Resource for Array Genes Database	58
2761	Washington National Primate Research Center	58
4287	Ochsner Blood Bank	58
4338	Duke Cancer Institute	58
5614	Limited Access Datasets From NIMH Clinical Trials	58
5753	Human Adenovirus Type Classification	58
7189	MADS+ - discovery of differential splicing events from Affymetrix exon junction array data	58
8084	University of Pittsburgh Alzheimer Disease Research Center	58
8965	Zebrafish RNAi Database	58
9229	HAPLOTTER	58
10580	Bovine Gene Atlas	58
13236	Description of MORGAM Cohorts	58
1956	University of Leeds - Computational Biology Group	57
2777	CNS Forum	57
3084	Mammalian Mitochondrial Genomics Database	57
4141	Massachusetts Human Stem Cell Bank	57
4417	AIDS Malignancy Bank	57
4838	Donor Services of Indiana	57
7313	National Cell Repository for Alzheimer's Disease	57
8645	BioBank Central.	57
8771	McKnight Endowment Fund for Neuroscience	57
8842	Brain's Inner Workings: Activities for Grades 9 through 12	57
9241	HTR	57
10541	Creighton University School of Pharmacy and Health Professions	57
10607	Aged Rodent Tissue Bank	57
11291	Howard University College of Medicine; Washington D.C.; USA	57
12412	University of Pittsburgh School of Medicine Tissue Culture and Histology Core	57
12432	UNC School of Medicine Tissue Culture Facility	57
13585	Open Clinical Report Repository	57
1093	PICS	56
1546	TINSAL-T2D	56
1671	Ataxia-Telangiectasia Childrens Project	56
3467	Montana State University, Department of Cell Biology and Neuroscience	56
3581	RevMan	56
4539	COHORT Repository	56
4580	Alabama Head Injury Foundation	56
4768	Southeastern Brain Tumor Foundation	56
4927	Tayside Tissue Bank	56
4943	TDTASP	56
5237	Polygenic Pathways Jobs	56
5426	American Society for Investigative Pathology	56
7602	CoC Central	56
8091	Mouse Gene Expression at the BC Cancer Agency	56
8978	GRDR	56
9115	ALLELIX	56
10746	LifeNet Health	56
13029	Center for Disease Control and Prevention: Genetic Testing Reference Materials Coordination Program	56
4297	St. Louis University Department of Neurology and Psychiatry	55
4749	PILGRM	55
5030	Medical University of Vienna Institute of Neurology	55
6098	TWiM - This Week in Microbiology	55
7054	Zebrafish Gene Collection	55
7525	University of Pennsylvania Medical Center Pharmacology	55
7528	University of Puerto Rico Institute of Neurobiology	55
8009	Allen Institute Mouse Diversity Study	55
8921	Early Indicators of Later Work Levels Disease and Death (EI) - Union Army Samples Public Health and Ecological Datasets	55
10662	Chernobyl Tissue Bank	55
1776	Living Links: Center for the Advanced Study of Ape and Human Evolution	54
2850	Sal-Site	54
5271	UCL Motor Control Group	54
5855	American Liver Foundation	54
6372	Ambystoma Genetic Stock Center	54
6642	Autism Speaks Grants Program	54
7237	CS2 Vector Resource	54
7523	University of North Dakota Department of Pharmacology Physiology and Therapeutics	54
8239	REHABDATA	54
8379	Bioinformatic: Programs and Courses	54
8389	ARC Centre of Excellence in Structural and Functional Microbial Genomics	54
8473	Users Guide to the EH program	54
13272	Ranking Tables of NIH Funding to US Medical Schools in 2010	54
199	MetaDE	53
1709	Depression Alliance	53
3752	St. John's College of Pharmacy and Allied Health Professions	53
3938	Greek Association of Alzheimers Disease and Related Disorders	53
5325	NYS Office for People With Developmental Disabilities	53
5628	NCBI Resource List	53
6024	Exploratory Software for Confidence Intervals	53
10586	International Cognition and Culture Institute	53
12166	University of Utah Microarray and Genomic Analysis Core Facility	53
12248	Gene By Gene	53
12527	Beth Israel Deaconess Medical Center Labs and Facilities	53
12807	ALS Therapy Development Institute	53
655	UNSW Embryology	52
1031	Harvard FAS Bauer Core Laboratory	52
1429	Southwestern NMR Center for In Vivo Metabolism	52
2450	NFT	52
4516	Swiss Biobank	52
4835	Upstate New York Transplant Services	52
4993	TMF	52
5360	Brain-Art Competition	52
6673	Gastroparesis Clinical Research Consortium	52
6897	Evaluating Predictors and Interventions in Sphincter of Oddi Dysfunction	52
7236	Conversion Software Registry	52
7444	Brandeis University; Neuroscience Graduate Program	52
7451	Florida State University Program in Neuroscience	52
7477	FAMOZ	52
7483	Texas Tech University Department of Pharmacology and Neuroscience	52
7994	George Washington University Medical Center Pharmacogenomics Program	52
8310	YouTube Educational Portal	52
10591	Clinical Psychology and Psychiatry: A Closer Look	52
580	MUSC Health News	51
719	Stanford University Psychiatry and Behavioral Sciences	51
1664	Detecting event-related time-dependent directional couplings	51
2276	ABS: A Database of Annotated Regulatory Binding Sites From Orthologous Promoters	51
5800	Donate Life Louisiana	51
6562	Medical College of Wisconsin Cell Biology Neurobiology and Anatomy	51
8634	Alford Laboratory	51
8973	New Immigrant Survey	51
9081	FESTA	51
12700	WUSTL Histology Core	51
208	University of Queensland Labs and Facilities	50
596	Mini Analysis Guide for Microarrays	50
759	Collecting Duct Database	50
1406	Richard M. Lucas Center for Imaging	50
1657	The Book of GENESIS	50
1707	Phelan-McDermid Syndrome Foundation	50
2885	Special Mouse Strains Resource	50
4372	Rare Diseases Clinical Research Network	50
4936	Florida Brain Bank	50
5104	Brain Tumor Funders Collaborative	50
6137	Federation of International Mouse Resources	50
7497	University of California Santa Cruz, Department of Molecular, Cell and Developmental Biology	50
8662	Allscripts	50
8705	Comprehensive Neuroscience Center	50
8742	STEPS	50
9568	E-Prime Extensions for fMRI	50
105	University of California at San Diego Cognitive Science Graduate Student Fellowship Opportunities	49
753	Sullivan Lab Evidence Project	49
946	A.T. Still University; Arizona; USA	49
1403	Israel Plant Gene Bank	49
2024	National VA Parkinson's Disease Consortium	49
2343	Evolutionary Lineage Inferred from Structural Analysis	49
3397	Louisiana State University Health Sciences Center, Department of Pharmacology, Toxicology and Neuroscience	49
4916	Quebec Leukemia Cell Bank	49
7153	MAIA	49
7491	Tufts University Department of Neuroscience	49
7506	University of Cincinnati, Neuroscience Graduate Program	49
8690	International Observatory on Neuro-Information	49
9278	MAPL	49
13460	SGS	49
323	Social Phobia/Social Anxiety Association	48
609	Craig Mod	48
1478	Pediatric Acute Liver Failure Study	48
3337	Drexel University Neurobiology and Anatomy	48
3437	Massachusetts Institute of Technology; Department of Brain and Cognitive Sciences	48
4551	SPH Biorepository	48
4615	Stanford Tissue Bank	48
7286	Odor Molecules DataBase	48
8378	Experimental Man Blog	48
8996	Metalloprotein Ligand Interaction Database	48
9557	DSI Studio	48
10633	Tata Memorial Hospital Tissue Bank	48
12240	UTHSCSA Mass Spectrometry Laboratory	48
12549	University of Angers Labs and Facilities	48
13114	DSP	48
13259	Japanese Collection of Bioresource Materials	48
690	Consortium for Radiologic Imaging Studies of Polycystic Kidney Disease	47
1055	UF Molecular Pathology Core	47
2253	Influential references dataset	47
4564	Handbook of Genetic Counseling	47
4721	Alabama Organ Center	47
5589	WaNPRC Pathology and Tissue Program	47
7194	CNVVdb - Copy Number Variations across Vertebrate genomes	47
7716	Homologous Invertebrate Genes Database	47
8689	Molecular Brain: Transcription Profiles of Mouse and Human Brains	47
8761	Emory Alzheimer's Disease Research Center	47
9150	CHIAMO	47
10514	Seoul Cord Blood Bank	47
13657	Cure PSP: Society for Progressive Supernuclear Palsy	47
818	Mexican Health and Aging Study	46
1416	National Resource for Imaging Mass Spectrometry	46
1832	Parkinson's Disease Foundation	46
4193	One Mind Biospecimen Bank Listing	46
4659	New York Organ Donor Network - NYODN	46
4910	Wisconsin Tissue Bank	46
5122	MJ Murdock Charitable Trust	46
7309	Alzheimers Research Center	46
8052	Database on Brain Map Transformations in Cerebellar Systems	46
9245	IMPUTE	46
10264	Environmental Assessment Reports from the EPA	46
12580	CRLMM	46
13199	SIU Center for Alzheimer's Disease and Related Disorders	46
18	Midwest Transplant Network	45
133	Genetics of Kidneys in Diabetes	45
1438	Philips Users Community	45
3479	Mercer University College of Pharmacy and Health Sciences; Department of Pharmaceutical Sciences	45
4639	Genethon DNA and Cell Bank	45
4845	Mount Sinai Biobank	45
4921	NIMH Chemical Synthesis and Drug Supply Program	45
6840	Epilepsy Genetic Association Database	45
6959	MIGen	45
7982	University of California Los Angeles Department of Neurobiology	45
10698	Singapore Cord Blood Bank	45
13447	GenGen	45
222	Miller Lab at the Penn State Center for Comparative Genomics and Bioinformatics	44
2059	Washington University Neuromuscular Disease Center	44
2271	Washington University School of Medicine Neuroscience Tutorial	44
3303	Albert Einstein College of Medicine of Yeshiva University Department of Neuroscience	44
3356	George Washington University, Cognitive Neuroscience	44
4265	Donor Alliance	44
4966	Chicken Gene Nomenclature Consortium	44
5201	HIVCD	44
7526	University of Pittsburgh Department of Pharmacology	44
7628	DRC - Database of Ribosomal Crosslinks	44
8150	Parasite genome databases and genome research resources	44
8455	Continua Health Alliance	44
8484	Division of Aquaculture	44
9578	Free-D	44
10985	USC Flow Cytometry Core	44
12667	Colorado State University Labs and Facilities	44
64	Cross Collaboration Initiatives at the NIH	43
100	BMSR Short Courses	43
2772	La Jolla Interdisciplinary Neurosciences Center	43
4501	Institute of Computational Linguistics	43
6160	Impress	43
6470	Journal of Comparative Neurology Antibody database	43
6589	Network of Minority Health Research Investigators	43
7510	University of Louisville, Department of Pharmacology	43
8841	NIMH Director's Blog	43
9247	JLIN	43
10530	Neuron Culture	43
11789	Womens health initiative	43
517	UCL Biobank	42
2123	Subtilis Protein interaction Database	42
2679	Cardiovascular Model Repository	42
4336	Medical College of Georgia Tumor Bank	42
4602	SI622 Project evaluation service	42
5028	University of Pittsburgh Brain Tissue Donation Program	42
5676	CGAP GO Browser	42
5727	Db for Dummies!	42
6430	Biobank Ireland Trust	42
7460	Marshall University Medical Center Neuroscience	42
7901	Computational Genomics Laboratory	42
8819	HIV Brain Sequence Database	42
10569	Australian Brain Bank	42
12610	Penn Microarray Core Facility	42
12655	HSPH Bioinformatics Core	42
13163	Division of Molecular Genome Analysis	42
13382	HAPSTAT	42
1498	Alpha-1 Foundation	41
3403	PReMod	41
4858	EEG Motor Movement/Imagery Dataset	41
5243	Scientific American	41
7349	NIH Clinical Collection	41
7637	EICO DB - Expression-based Imprint Candidate Organiser	41
8357	Rhesus Monkey Breeding and Research	41
8512	FH HUS Mutation Database	41
10526	Barbara J. King	41
12548	Dana-Farber Cancer Institute Labs and Facilities	41
1357	EIGENSOFT/EIGENSTRAT	40
2785	Centre for Modeling Human Disease Gene Trap Resource	40
5558	NCATS Probes	40
6068	959 Nematode Genomes	40
6155	Law and Neuroscience	40
6850	National Institute on Drug Abuse Media Guide	40
7957	The HIV Positive Selection Mutation Database	40
8344	Human Hereditary Diseases of Proteolysis	40
12451	University of Nebraska Medical Center Labs and Facilities	40
12514	NYU Genome Technology Center	40
2034	World Parkinson Congress	39
2229	OpenBioinformatics.org	39
3524	iDASH	39
4686	Leiomyosarcoma Cell and DNA Repository	39
6421	Lewy Body Dementia Association	39
6504	Louisiana State University School of Medicine, Health Sciences Center: Department of Pharmacology and Experimental Therapeutics	39
7231	CGP LOH and Copy Number Analysis	39
7461	Mayo Graduate School; Neurobiology of Disease	39
7936	SNAP	39
8151	U.S. Pig Genome Project	39
8706	Nordic Genetic Resource Center	39
9220	HAPBLOCK	39
9227	HAPLO.STAT	39
10650	Edinburgh Brain and Tissue Banks	39
10728	Rare Breeds Gene Bank	39
12540	Monash University Labs and Facilities	39
12818	RAPID- Resource of Asian Primary Immunodeficiency Diseases	39
525	CARTA	38
1855	San Diego Psychiatric Society	38
2749	Stanley Neuropathology Consortium Integrative Database	38
4875	Northwest Tissue Services	38
6291	Squirrel Monkey Breeding and Research Resource	38
6817	National Hematologic Diseases Information Service	38
7002	Substance Abuse and Mental Health Data Archive	38
7160	ALS Forum	38
