RRID	Resource Name	total mention count
8281	Charged Fluid Model for Brain Image Segmentation	32
13705	NeuroML Database	32
13715	Image Studio Lite version 3.1	31
859	MINC Example files	30
1140	Diffusing Tensor Imaging in Java	30
2001	Neural ElectroMagnetic Ontologies (NEMO)	30
2232	CIGAL	30
2241	Human Brain Project EU	30
5284	Mapping Data to the Talairach Atlas	30
6304	NEuronMOrphological analysis tool	30
7995	Spatio- Spectro- Temporal Receptive Field	30
8954	TrakEM2	30
9434	cmrep	30
9609	NCIGT Fast Imaging Library	30
9612	Neurophysiological Biomarker Toolbox	30
885	MGH Center for Morphometric Analysis	29
2795	Code Analysis Repository and Modelling for e-Neuroscience	29
2961	centerline	29
5251	Werblin Lab	29
6591	NiftySim	29
7273	Comparative Mammalian Brain Collections	29
8071	Multimodal Imaging Laboratory	29
8610	BrainGate	29
8876	Integrated Manually Extracted Annotation	29
9543	CBFBIRN	29
11204	Economic and Social Research Council	29
68	PD5	28
4515	Banyan Biomarkers	28
7363	Functional MRI Analysis and Clustering Tools	28
8816	EyeWire	28
14210	Image Lab Software	28
1644	Connectome Mapping Toolkit	27
2594	Stochastic Tractography System	27
2600	Template Image Processing Library	27
6981	matlab-bgl	27
9545	GIMIAS	27
9551	Connectome File Format	27
9552	Connectome Viewer	27
13179	sam comp	27
14362	Lazarus IDE	27
1960	Hierarchical Attribute Matching Mechanism for Elastic Registration	26
1998	NIPS - Neural Information Processing Systems Conference	26
2442	Multi-Modal MRI Reproducibility Resource	26
2741	Neuroscience Berlin	26
2787	GenePaint P7 Atlas	26
3923	GENSAT at NCBI - Gene Expression Nervous System Atlas	26
5031	OpenfMRI	26
7104	National Center for Microscopy and Imaging Research: Combine RTS2000	26
8601	Zoomify	26
8862	CUDASW++	26
1728	Farsight Toolkit	25
2510	OpenMEEG	25
8260	Crustacean stomatogastric model neuron database	25
9579	GIFTI	25
14213	STATISTICA	25
862	C-PAC	24
1592	Waxholm Space	24
2543	SfN Brain Briefings	24
2590	STAPLE	24
7290	BIRN Coordinating Center	24
8497	Emsdiasum	24
9438	AutoSeg	24
9574	ERPLAB	24
13595	Neurogenerator	24
2711	University of Canterbury; Christchurch; New Zealand	23
2731	Automated recognition of brain region mentions in neuroscience literature.	23
5362	FCP Classic Data Sharing Samples	23
6278	CATMAID	23
7266	Genetics of Learning Disability Study	23
8035	GEneral NEural SImulation System: The Neurospaces Project	23
9582	Gradient Non-linearity Unwarping Tool	23
9872	Hunter X-ray Diffraction Facility	23
1059	Princeton University; New Jersey; USA	22
2752	Digital Repository Infrastructure Vision for European Research	22
3105	NeuronDB	22
3480	National Institute of General Medical Sciences Image Gallery	22
5481	Oscillatory Thoughts	22
6521	Palamedes Toolbox	22
6712	Molecular Imaging and Contrast Agent Database	22
7174	Cerrado concepts and plant community dynamics	22
7367	FisWidgets	22
9503	Landman NeuroImaging Tools	22
11065	Idaho State University Labs and Facilities	22
14215	Olympus Fluoview FV10-ASW	22
2498	NiBabel	21
2915	LEAD-DBS	21
3378	Statistics Online Computational Resource	21
7013	BCILAB	21
8890	AHEAD	21
8953	Pediatric Imaging Neurocognition and Genetics	21
11426	National Oceanic and Atmospheric Administration	21
13118	Ohio State University College of Pharmacy; Ohio; USA	21
13358	Mouse Brain Image Visualizer (MBIV)	21
13627	NIS (NeuroImaging Statistics)	21
14242	JMP	21
14360	Free Pascal Compiler	21
436	OpenMM	20
819	OpenElectrophy	20
2628	Human Gene Connectome	20
3238	Open Science Framework	20
4802	Digital Enterprise Research Institute	20
8335	Mayavi: 3D Scientific Data Visualization and Plotting Software Project	20
9497	INCF Neuroimaging Data Sharing	20
10501	DPABI	20
14211	Image Studio Lite	20
14485	MaxQuant	20
14549	FluorChem Q Imager	20
2562	Spanish Resting State Network	19
2786	GenePaint E15 Atlas	19
2793	Cognitive Atlas	19
4240	All In The Mind	19
4857	Brodmann Areas in the Human Brain with an Emphasis on Vision and Language	19
6839	NeuronVisio	19
7251	Brain Architecture Management System	19
8316	Computational and Neural Systems	19
9455	Create DWI Atlas	19
9519	fMRI Classification in R	19
9594	Waxholm Space Atlas	19
14322	Mascot	19
14325	LabView	19
65	MPScope	18
114	NeuroScholar	18
1382	NeuralEnsemble	18
2503	Nirfast	18
3052	CompuCell3D	18
4989	MiTCR	18
5559	Bisque database	18
8796	ICBM 152 Nonlinear atlases version 2009	18
11462	NHLBI Division of Intramural Research	18
13150	Brain Decoder Toolbox	18
13661	NeuGen	18
14219	Phaser	18
2090	Model 1025 MR-compatible Small Animal Monitoring and Gating System	17
2316	Microstructural correlation toolbox	17
2513	PESTICA fMRI Physio Detection/Correction	17
5616	NA-MIC Kit	17
7424	Translating Time across developing mammalian brains	17
8039	3D surgical atlases of the murine head	17
9431	Atlasing of the basal ganglia	17
9635	Pipeline Neuroimaging VirtualEnvironment	17
9867	Howard Nanoscale Science and Engineering Facility	17
10213	Wyss Institute Materials Characterization Core	17
13609	mri3dX	17
434	mni2tal	16
1393	Open Source Brain	16
2235	Cognitive Paradigm Ontology	16
3806	NeuroVault	16
4969	Spatially unbiased atlas template of the cerebellum and brainstem	16
5024	Neurogrid	16
7420	R/STEPWISE	16
8019	Brain Resource Company	16
8412	Apple - iWork	16
8477	Vision Demos	16
8873	ASL spm8	16
9637	Pipeline System for Octave and Matlab	16
13603	VOLUME-ONE	16
14284	Axograph	16
172	Wavelet Analysis of Image Registration	15
1642	Diffusion Tensor Imaging ToolKit	15
2226	Cluster Extent Correction	15
2539	Rodent Cortical Thickness Analysis	15
2552	Seg3D	15
2675	Connectome Wiki	15
2849	OpenSesame	15
4820	LONI MiND	15
5395	INCF Training in Neuroinformatics	15
5808	GoBean - a Java application for Gene Ontology enrichment analysis	15
6090	Bioelectromagnetism Matlab Toolbox	15
7087	BrainML	15
8631	Nengo	15
8896	3DBar	15
10686	SpikeNET	15
13105	ERP PCA Toolkit	15
14235	CorelDRAW Graphics Suite	15
706	FlyBrain: An Online Atlas and Database of the Drosophila Nervous System	14
5980	Hammer And WML Modules for 3D Slicer	14
5988	Analyze Software System	14
6685	Web Game for Collaborative Labeling	14
8430	Bio-Image Semantic Query User Environment Database	14
9479	Framework for Open Programmatic Access	14
9563	Diffusional Kurtosis Estimator	14
9573	EPILAB	14
10593	Psychology Wiki	14
12296	Virginia Commonwealth University Labs and Facilities	14
12459	CWRU Athymic Animal and Xenograft Core Facility	14
14311	ImageScope	14
484	BrainNet Europe Sampling Protocols	13
1665	Nonlinear time series analysis in a nutshell	13
2494	NITRC Enhanced Services	13
3625	Religion Aging and Health Survey	13
5069	Digital Brain Atlas of the Common Marmoset	13
7272	Neuroanatomy and Neuropathology on the Internet	13
8799	Wikibooks	13
8995	experimental studies reporting connection probabilities and/or unitary PSP amplitudes	13
9448	Brainvox	13
9491	Group Information Guided ICA	13
9592	LIMO EEG	13
9600	Mag Design and Engineering	13
9620	fMRI Artefact rejection and Sleep Scoring Toolbox	13
11064	MSKCC Organic Synthesis Core Facility	13
12224	BioSeek	13
14344	LSM Image Examiner	13
14345	Scaffold Proteome Software	13
781	Distributed Computing Engine	12
1903	OBART	12
2154	neuRosim	12
2534	ROBEX	12
2991	Biologic Stylus	12
5265	McConnell Brain Imaging Center MNI Macaque Atlas	12
5387	PubBrain	12
5984	Allen Brain Atlas API	12
6049	WebNeuro	12
9131	BIOLAD-DB	12
9439	BXH/XCEDE Tools	12
9626	iTools	12
9828	Harvard Biopolymers Facility	12
13078	MIT-BIH polysomnographic	12
14280	Quantity One 1-D Analysis Software	12
14477	Proteome Discoverer	12
14479	Inkscape	12
576	ADHD-200 Preprocessed Data	11
930	PhenoBank	11
1050	EZ BioResearch	11
1651	NIF Blog	11
2315	Medical Image Visualization and Analysis	11
3847	Alzheimer's Research UK	11
4283	Brain Architecture Project	11
5986	Viking Viewer for Connectomics	11
6324	HUDSEN	11
6670	York University; Ontario; Canada	11
7377	Xvoxtrace	11
9452	CBS High-Res Brain Processing Tools	11
9507	MATLAB Tutorial on Diffusion Tensor MRI	11
9585	HI-SPEED Software Packets	11
11028	ISU Macromolecular X-ray Crystallography Facility	11
11561	Telecom ParisTech; Paris; France	11
11658	University of Idaho; Idaho; USA	11
13297	Apnea-ECG Database	11
869	BWH Surgical Planning Laboratory	10
1559	KESM brain atlas	10
2095	Cvapp	10
2139	SurfRelax	10
2166	VoxBo	10
2340	BRAINSFit	10
2542	SCRalyze	10
2568	Stereoscopic Atlas of Intrinsic Brain Networks	10
3750	Nclamp - data acquisition software for electrophysiology	10
4247	StRAnGER	10
5810	BrainStars	10
5894	XuvTools	10
5977	TOADS-CRUISE Brain Segmentation Tools	10
7011	Whole Brain Catalog	10
7348	International Stroke Database/Software	10
8576	Ryklin Software	10
9467	Disease State Prediction	10
9558	Level-set Segmentation for Slicer3	10
10295	Cognitive Atlas Ontology	10
12448	Wake Forest University Labs and Facilities	10
13513	Conquest DICOM software 1.4.15	10
13602	VTK CISG Registration Toolkit	10
13798	NeuronStudio	10
14418	Muse	10
1162	BSDPF	9
1976	Biositemaps	9
1983	Hunter Genomic Facility	9
2424	MRI Defacer	9
2443	Neuron Registry Annotated Corpus	9
2530	R-package for adaptive fMRI analysis	9
2574	pyxnat	9
2614	WFU Pipeline	9
3242	TalkBank	9
4562	Language Map Experiment Management System	9
6268	NeuroSys Data Management System	9
6652	DW-MRI Random Walk Simulator	9
6846	MITK Diffusion	9
7004	Segmented ssTEM stack of neural tissue	9
7359	Compartment Model Kinetic Analysis Tool	9
8459	Computational and Systems Neuroscience 2011	9
8750	Connectome Workbench	9
8828	INCF Job Board	9
9492	Groupwise Image Registration Toolbox	9
9555	DRAMMS	9
9566	ImageVis3D	9
9628	map3d	9
9790	Forsyth Micro Computed Tomography	9
12903	EYE-EEG (combined eye-tracking & EEG)	9
13805	Vienna Drosophila Resource Center	9
14289	ANY-maze	9
14519	CoSMoMVPA	9
14593	Thermo Xcalibur	9
158	INCF Dataspace	8
887	MSU Magnetic Resonance Core Laboratory	8
1877	Flybrain at Stanford	8
2409	DOSY Toolbox	8
2586	Fast Nonlocal Means for MRI denoising	8
2788	GenePaint P56 Mouse Atlas	8
2959	Chimera	8
3728	TransCelerate BioPharma	8
3888	TRANSFoRm	8
4329	NeuroPod	8
5843	Neurofitter	8
7133	Virtual Atlas of the Honeybee Brain	8
7154	Association for the Scientific Study of Consciousness	8
9443	Brain Products EEG/fMRI Hardware	8
9471	FBIRN Image Processing Scripts	8
9760	Dartmouth Biostatistics Shared Resource	8
12211	IUSM Therapeutic Validation Core	8
13779	FLOWRepository	8
14225	Refmac	8
14228	Sparky	8
14307	ScanImage	8
14308	TurboReg	8
14309	Clocklab	8
14342	Olympus Cell Software	8
14448	Wolfram Mathematica	8
14450	Online Application for Survival Analysis (OASIS)	8
5	Neuroshare - Open data specifications and software for neurophysiology	7
860	cbiNifti: Matlab/Octave Nifti library	7
1387	Clarity resources	7
1509	Anatomy of the Laboratory Mouse	7
1595	HyperBrain	7
2404	Inter-Group Registration Toolbox	7
2814	Mouse BIRN Atlasing Toolkit	7
3112	studyforrest.org	7
3807	ChannelPedia	7
4069	Antibody Resource Page	7
4683	Mouse Brain Architecture Project	7
5233	Genomic Datasharing	7
6351	Neurodraw	7
6957	Matlab Neuroshare Library	7
7351	3DViewnix	7
7372	NeuroLens	7
8008	The Human Brain.info	7
9648	DATAPixx	7
12029	GPU-Meta-Storms	7
14237	Huygens Software	7
14269	Time Series analyzer	7
14279	AcqKnowledge Software	7
14432	Q Capture software	7
14441	MiniAnalysis	7
821	Vector Laboratories	6
1411	Brede Wiki	6
1798	EarLab	6
2420	MEGSIM	6
2504	Nitime	6
3561	Donders Machine Learning Toolbox	6
4830	ConnectomeDB	6
6163	PDFX	6
6229	NeuroLogica Blog	6
6290	Owl Monkey Breeding and Research Resource	6
6976	Sleep-EDF Database	6
8649	Cambridge Neuroscience Department	6
8790	McConnell Brain Imaging Center MNI Rhesus Macaque Atlas	6
9023	Hippocampome.org	6
9513	Rockland Download Link Script	6
9572	LONI Brain Parser	6
9783	Forsyth Bioinformatics Core	6
11023	WFU Center for Nanotechnology and Molecular Materials	6
12277	MEG(at)McGill	6
12324	MGH Martinos Center for Biomedical Imaging Core Facility	6
12365	URMC Confocal and Conventional Microscopy Core	6
14461	Andor iQ	6
14462	Helicon Focus	6
14467	FunRich: Functional Enrichment analysis tool	6
14489	BD CellQuest Pro	6
14579	Odyssey CLx	6
693	PyNIfTI	5
766	CPODES numerical integrator	5
864	DicomBrowser	5
1254	iterativeBMAsurv	5
1627	vIST/e	5
1641	DTI and Fibertools Software Package	5
1740	LAMP	5
1801	COMPASS	5
1817	Neuronland: NLMorphologyConverter	5
2091	NeuroMorph	5
2246	Connectomic reconstruction of the inner plexiform layer in the mouse retina	5
2323	NITRC Community Conferences Workshops and Meetings	5
2514	PHYCAA+: adaptive physiological noise correction for BOLD fMRI	5
2524	PySurfer	5
2559	Slicer3 Example Modules	5
2585	Diffusion Tractography with Kalman Filter	5
2681	ConTrack	5
3584	nornir-buildmanager	5
3585	Nornir	5
3587	Datavyu	5
4793	Surgical Procedures	5
4831	IRIS DMC FDSNWS event Web Service	5
4951	BrainLiner	5
6204	Brede Toolbox	5
6245	Reproductive Trait and Phenotype Ontology	5
6721	PowerMap	5
6755	BrainVoyager Brain Viewer	5
6856	FITBIR Informatics System	5
7376	T-One weighted Perfusion imaging Parameter CAlculation Toolkit	5
8003	BAMS Thesaurus	5
8894	FishFace - An atlas of zebrafish craniofacial development	5
9330	POINTER	5
9437	3D DTI Atlas of the Rat Brain In Postnatal Day 5 14 and Adulthood	5
9488	Generalized Covariance Analysis	5
12634	UMass Medical School Electron Microscopy Core Facility	5
12703	UMD Bioprocess Scale-Up Facility	5
13326	ZFIN Antibody Wiki	5
13431	DC Analysis programs	5
13483	DsTool	5
13590	XooNIps - Neuroinformatics Base Platform System	5
13610	MRIVIEW	5
13709	Imaging of Neuroinflammation in Neurodegenerative Diseases (INMiND)	5
14010	Google Charts	5
14077	Membrane Protein Explorer	5
14240	SoftMax Pro Data Acquisition and Analysis Software	5
14247	Living Image software	5
14255	LCG command line electrophysiology	5
14271	MassLynx	5
14281	StepOne Software	5
14294	MetaFluor Fluorescence Ratio Imaging Software	5
14312	Canvas X	5
14455	LCModel	5
157	SynaptomeDB	4
401	BD FACSCalibur Flow Cytometry System	4
406	Convert MNI coordinates to or from XYZ	4
1160	LONI Debabeler	4
1238	Knowledge Engineering from Experimental Design	4
1686	ezDICOM	4
2004	NeuronBank wiki	4
2313	MAGE	4
2573	pydicom	4
2686	SimVascular	4
2702	Allopathfinder	4
2916	Neural Open Simulation	4
2962	Brainscape	4
3019	MindSeer	4
3501	Brain Atlas of the Mozambique Tilapia Oreochromis mossambicus	4
3825	AgedBrainSYSBIO	4
5014	NeuroBiobank Munich	4
5058	NeuronBank	4
5445	BCIZaragoza - YouTube	4
5552	Rat Hippocampus Atlas	4
6732	Decombinator	4
6737	BrainVoyager Brain Tutor	4
6992	Maryland Genetics of Interstitial Cystitis	4
7005	CCDB Image Converter	4
7018	ABSORB: Atlas Building by Self-Organized Registration and Bundling	4
7066	Expression Database in 4D	4
7344	DICOMscope	4
7356	Brain Atlas for Functional Imaging	4
7362	EM3D	4
8081	BraInSitu: A homepage for molecular neuroanatomy	4
8312	ConnectomeViewer: Multi-Modal Multi-Level Network Visualization and Analysis	4
8702	BRAID	4
8794	NIHPD Objective 1 atlases (4.5 - 18.5y)	4
8795	NIHPD Objective 2 atlases (birth - 4.5 years)	4
9461	DW-MRI registration in FSL	4
9498	INIA19 Primate Brain Atlas	4
9500	JIST Resources for Algorithm Development	4
9535	BrainBrowser	4
9633	PICSL Multi-Atlas Segmentation Tool	4
10454	Terminology for the Description of Dynamics	4
11030	BioSciTech	4
12200	Acellera	4
13202	iso2mesh	4
13841	Netherlands Brain Bank	4
14080	Skyline	4
14220	SHELX	4
14299	Multi Gauge	4
14300	SlideBook	4
14398	GNU Octave	4
14424	Pannoramic Viewer	4
14429	FreezeFrame	4
14433	Surveyor with Turboscan	4
14447	IMAGIC	4
14480	KlustaKwik	4
14487	BayesTraits	4
14491	ImageMagick	4
14497	VitalView Software	4
14587	Zeiss Axioskop Software	4
14589	Vision Egg	4
14878	ICM Browser	4
14980	KaleidaGraph	4
1645	TORTOISE	3
1667	Time-resolved and time-scale adaptive measures of spike train synchrony	3
2357	GENESIS Neural Database and Modelers Workspace	3
2483	LONI Provenance Editor	3
2593	SpineSegmentation module for 3DSlicer	3
3383	signalml.org	3
3464	Parseq	3
4067	Endocells	3
4685	ETEX Corporation	3
4894	Brainbow mouse resource at Jackson Labs	3
5623	Spot	3
5975	NYU CSC TestRetest	3
6010	neuroVIISAS	3
6830	Autopack	3
7118	Virtual NeuroMorphology Electronic Database	3
8891	ANTsR	3
9456	DFBIdb	3
9532	BVQXtools	3
9576	FMRIpower	3
9677	BIDMC Transgenic Core Facility	3
10490	Protocols.io	3
12103	iPapers	3
12496	Duke Neurotransgenic Laboratory	3
12685	3Scan	3
12867	ASA - Advanced Source Analysis	3
13248	BrainVisa Morphology extensions	3
13281	OntoQuest	3
13664	NUNDA	3
14221	Buccaneer	3
14227	TopSpin	3
14270	Strathclyde Electrophysiology Suite	3
14276	Signal	3
14303	FluoRender	3
14313	SPOT Basic	3
14332	Illumina Real Time Analysis	3
14333	AMT Image Capture Software	3
14353	MSstats	3
14431	Avizo 3D Software	3
14495	FreezeScan	3
14574	Med Associates Video Freeze Software	3
14698	PeerJ Article Repository	3
14803	OmniPlex Software	3
14894	NAMD	3
40	GUARDD	2
195	brainhack.org	2
424	ShapeWorks	2
861	BRAINSCut	2
1400	THOR Center for Neuroinformatics	2
1532	ModelRun	2
1987	www.brainmapping.org	2
1999	GapMis	2
2027	PDtrials- Parkinsons Disease Clinical Trials	2
2318	MriWatcher	2
2557	Slice:Drop	2
2605	TurtleSeg	2
2627	Human Gene Connectome Server	2
2918	CVXOPT - Python Software for Convex Optimization	2
3049	Visiome Platform	2
4759	XNAT Extras	2
4923	LONI Inspector	2
5053	Brain Canada	2
5433	INCF Blog	2
6325	HUDSEN Human Gene Expression Spatial Database	2
6368	Brodmann's Interactive Atlas	2
6493	INCF Newsroom	2
6637	Down Syndrome Research and Treatment Foundation	2
6958	NIMH DIRP Scientific and Statistical Computing Core	2
6983	CD-HIT-OTU	2
7015	WebImageBrowser	2
7089	ChannelDB	2
8002	Animal Imaging Database	2
8893	G-node portal electrophysiology data sharing	2
9321	PEDAGREE	2
9476	FiberViewerLight	2
9506	MASIMatlab	2
9542	CANDI Neuroimaging Access Point	2
9553	Cytoseg	2
9569	EEGVIS	2
9624	fanDTasia Java Applet: DT-MRI Processing	2
9625	g.BSanalyze	2
10719	Textensor Limited	2
10737	MGH/MF Waveform Database	2
10852	COPS	2
11449	NCIRE	2
12741	North Dakota State University College of Pharmacy, Nursing, and Allied Sciences; North Dakota; USA	2
12894	BRAINSTracer	2
13112	DTI Atlas Builder	2
13129	GGSD	2
13240	QccPack	2
13576	Edgewarp3D	2
13989	Kitware	2
13988	GenomeCompiler	2
14043	Cytobank	2
14074	HED Tags	2
14075	Graph Theory GLM (GTG) MATLAB Toolbox	2
14152	NiiStat	2
14194	IonChannelGenealogy	2
14217	iMosflm	2
14218	Pointless	2
14239	Nanoparticle Tracking Analysis	2
14241	Opticon Monitor Software	2
14251	3ds Max	2
14253	HomeCageScan	2
14277	EZ-C1 FreeViewer	2
14278	MCID Analysis	2
14282	Tscratch	2
14288	Canvas	2
14320	Gene Designer	2
14327	BIDMC Confocal Imaging Core	2
14339	Rhinoceros	2
14365	Isolectin GS-IB4 From Griffonia simplicifolia, Alexa Fluor 647 Conjugate	2
14422	BD Accuri C6 Plus	2
14430	AnalySIS FIVE software	2
14478	SpikeSort 3D	2
14483	Minitab	2
14488	DNASIS	2
14526	Seahorse Wave	2
14540	NIRStar	2
14546	AFQ: Automated Fiber Quatification	2
14550	dotSlide Software	2
14552	CRAIG H. NEILSEN FOUNDATION	2
14566	Comstat	2
14570	NewCAST	2
14596	7500 Real-Time PCR Software	2
14635	StatPlus Mac	2
14639	Ir-tweak	2
14643	SciDAVis	2
14649	ENIGMA-DTI Pipeline	2
14661	Eelbrain	2
14680	NIST Mass Spectrometry Data Center	2
14713	WinWCP	2
14757	90 fROI atlas	2
14786	iVision	2
14895	Jaguar	2
14957	StavroX	2
62	GHOSTM	1
227	MSU Subzero Science and Engineering Research Core Facility	1
233	SimToolDB	1
269	Kymata Atlas	1
296	Kravitz Dataset 2	1
302	BrainFX	1
303	dinifti	1
443	OntoMorph Tab	1
746	NeuroImages YouTube Channel	1
815	ZCre	1
1362	NiLearn	1
1639	Brainspell	1
1969	XANAT	1
2066	NeuralAct	1
2141	circlize	1
2230	NIfTImatlab	1
2243	Connectomes.org	1
2245	Hycult Biotech	1
2312	MIAS Registration Toolkit	1
2532	REX	1
2684	Simbody(tm): SimTK Multibody Dynamics Toolset	1
2695	LONI ShapeViewer	1
3110	BioConference Live	1
3560	Automatic Analysis	1
3566	BTMORPH	1
4414	AcaWiki	1
4780	Causal Cognition Group	1
5083	Hippocampus 3D Model	1
5164	FMRLAB	1
5301	Computer Retrieval of Information on Scientific Projects Thesaurus	1
6247	Prefrontal.org	1
6263	RUVSeq	1
7032	MRM NeAt (Neurological Atlas) Mouse Brain Database Image Gallery	1
7113	CLEAVE	1
7299	Brain Gene Expression Database	1
8277	LONI Java Image I/O Plugins	1
8369	Neuroptikon	1
8607	Braintelemetry	1
8861	Neurostruct	1
9501	BRAINSROIAuto	1
9525	AMILab	1
9538	BrainMask Volume Processing Tool	1
9614	Slicer3 Module Rician noise filter	1
9615	UNC/Utah NAMIC DTI Fiber Analysis Framework	1
10230	Brain Health Registry	1
10469	POAS4SPM	1
10471	Databrary	1
10546	St. Vincents University Hospital / University College Dublin Sleep Apnea Database	1
11944	pyGCluster	1
12266	ProNovus Bioscience LLC	1
12438	Sanford-Burnham Histology Core Facility at Lake Nona	1
12856	BRAINSConstellationDetector	1
13271	VIEWPixx	1
13557	PainConsortium News	1
13617	NeuroServ	1
13669	Open Humans Project	1
13667	Neuroimaging Data Model	1
13751	Digital Resource Tools	1
13829	sLORETA	1
13846	EPBscore	1
13859	LabGuru	1
13984	IPython Notebook	1
14084	7T Structural MRI scans ATAG	1
14087	bic-mni-models	1
14096	Clinical Toolbox for SPM	1
14147	NeuroElf	1
14195	Advanced Connectivity Analysis (ACA)	1
14223	Crystallography and NMR System (CNS)	1
14229	CYANA	1
14231	SlideWrite Plus	1
14245	AutoAlign Head	1
14249	GeneSnap	1
14254	Limelight	1
14264	neurodata	1
14287	Maya 3D animation	1
14301	NiftyFit	1
14302	Janelia Workstation	1
14315	AttoVision software	1
14334	VideoMot2	1
14335	Startle Monitor Software	1
14337	Biobserve Viewer	1
14338	Pixera	1
14366	DAPI Stain - CAS 28718-90-3 - Calbiochem	1
14397	AnimalTracker	1
14409	SuBLIME	1
14420	FlexField Software	1
14425	Olympus MicroSuite Five	1
14434	Phylo_win	1
14435	Palm RoboSoftware	1
14436	Avisoft-RECORDER	1
14437	FloMax	1
14438	Avisoft SASLabPro	1
14439	ProTools LE software	1
14440	Advanced Image Data Analyzer	1
14449	Maple	1
14464	Grapher	1
14465	AmplifX	1
14466	2100 Expert Software	1
14469	MaxIm DL	1
14470	Brain Entropy Mapping Toolbox	1
14482	Clickjoint	1
14484	Plot Digitizer	1
14496	QI Macros	1
14501	Neuroscience Information Toolbox	1
14511	Py3DN	1
14515	Nuclear Receptor Cistrome	1
14521	Clone Manager Software	1
14541	NIRSPORT	1
14547	ASIPro	1
14548	Pixel-Wise Modeling Tool	1
14551	cellSens	1
14567	CombineZP	1
14576	BRAINS Imagebank	1
14580	MC DataTool	1
14582	TIDA	1
14585	Image Reader LAS-1000	1
14588	PowerChrom	1
14591	Stopwatch+	1
14595	GenStat	1
14598	SigmaGel Software	1
14644	KLayout	1
14646	MRC Psycholinguistic Database	1
14690	CLIK	1
14691	iBRAIN	1
14693	InVesalius 3	1
14697	RepOD	1
14735	SimTracker	1
14767	COMSOL Multiphysics	1
14769	NeuroRD	1
14772	Radiometer	1
14773	EcoCyte Bioscience	1
14774	Zeitz	1
14775	King Precision Glass	1
14784	Silfradent	1
14785	Optogenetics and Transgenic Technology Core	1
14788	Brain Networks Toolbox	1
14789	Multi-Mode Analysis Software	1
14790	AlleleID	1
14795	SMIA-CUKIE	1
14796	OrientationJ	1
14798	topGO	1
14804	BatchTINTV2	1
14809	MEA2100 System	1
14821	RTCA Software	1
14847	Salk Institute Gene Transfer Targeting and Therapeutics Core (GT3)	1
14879	Schrodinger	1
14887	Prime	1
14921	GingerALE	1
14966	GENCODE	1
14975	Morpheus	1
14990	FIESTA	1
14995	Nikon Eclipse FN1 Microscope	1
15041	HCImage	1
15497	Montreal Pain and Affective Face Clips	1
15630	CUDAICA	1
